timestamp,gems_upstream_pressure_bar,keller_p1_bar,keller_tob1_degC
2026-05-28T18:09:10.434,0.9060393107162437,0.9565174579620361,26.330322265625
2026-05-28T18:09:12.450,0.9068047756970564,0.9565780758857727,26.330078125
2026-05-28T18:09:14.465,0.9048455498533098,0.9565578699111938,26.330322265625
2026-05-28T18:09:16.481,0.9056565782258374,0.9566217660903931,26.33056640625
2026-05-28T18:09:18.493,0.9068047756970564,0.9565309286117554,26.32568359375
2026-05-28T18:09:20.513,0.9066134094518532,0.9565107226371765,26.330322265625
2026-05-28T18:09:22.537,0.906230676961447,0.9565443992614746,26.32568359375
2026-05-28T18:09:24.553,0.9083357056586816,0.9565309286117554,26.32568359375
2026-05-28T18:09:26.572,0.9066134094518532,0.956611692905426,26.325927734375
2026-05-28T18:09:28.581,0.9079529731682753,0.956611692905426,26.3212890625
2026-05-28T18:09:30.601,0.9068047756970564,0.9564434289932251,26.3212890625
2026-05-28T18:09:32.613,0.9056565782258374,0.9564804434776306,26.3212890625
2026-05-28T18:09:34.628,0.9046997469998216,0.9564771056175232,26.321533203125
2026-05-28T18:09:36.644,1.7629773567359872,2.204131841659546,26.336181640625
2026-05-28T18:09:38.659,2.1388206623149904,2.222513437271118,26.34228515625
2026-05-28T18:09:40.685,2.149154439555961,2.234942674636841,26.329833984375
2026-05-28T18:09:42.690,2.1550867931572593,2.2429206371307373,26.321533203125
2026-05-28T18:09:44.707,2.1575745543449,2.2482974529266357,26.3134765625
2026-05-28T18:09:46.724,2.1627414429653853,2.251995325088501,26.313720703125
2026-05-28T18:09:48.741,2.167334232850261,2.2547543048858643,26.31396484375
2026-05-28T18:09:50.766,2.169320796729037,2.256857395172119,26.31396484375
2026-05-28T18:09:52.771,2.1702047265283086,2.2584521770477295,26.309814453125
2026-05-28T18:09:54.776,2.1707788252639184,2.259683609008789,26.310302734375
2026-05-28T18:09:56.792,2.173694882333681,2.260605573654175,26.3056640625
2026-05-28T18:09:58.808,2.1759457138844036,2.2614905834198,26.3056640625
2026-05-28T18:10:00.829,2.1757543476392,2.262075901031494,26.3017578125
2026-05-28T18:10:02.833,2.176519812620013,2.2625536918640137,26.30126953125
2026-05-28T18:10:04.838,2.1784334750720444,2.262913942337036,26.29248046875
2026-05-28T18:10:06.855,2.1790075738076538,2.2633109092712402,26.29248046875
2026-05-28T18:10:08.871,2.176711178865216,2.263573408126831,26.2880859375
2026-05-28T18:10:10.891,2.1790075738076538,2.2641184329986572,26.2880859375
2026-05-28T18:10:12.896,2.1782421088268413,2.264475107192993,26.283935546875
2026-05-28T18:10:14.912,2.1784334750720444,2.264364004135132,26.279296875
2026-05-28T18:10:16.928,2.177795587588034,2.2643067836761475,26.279296875
2026-05-28T18:10:18.944,,2.2641890048980713,26.27490234375
2026-05-28T18:10:20.952,,2.2640645503997803,26.27001953125
2026-05-28T18:10:22.959,,2.2640881538391113,26.265625
2026-05-28T18:10:24.977,,2.2638895511627197,26.261474609375
2026-05-28T18:10:26.994,,2.2638425827026367,26.261474609375
2026-05-28T18:10:28.997,,2.2637178897857666,26.256591796875
2026-05-28T18:10:31.008,,2.263697862625122,26.252685546875
2026-05-28T18:10:33.013,,2.263596773147583,26.247802734375
2026-05-28T18:10:35.034,,2.2634623050689697,26.24365234375
2026-05-28T18:10:37.038,2.1746061501679814,2.2632806301116943,26.23876953125
2026-05-28T18:10:39.054,2.176711178865216,2.263293981552124,26.23486328125
2026-05-28T18:10:41.081,2.17632844637481,2.2631325721740723,26.230224609375
2026-05-28T18:10:43.099,2.1746061501679814,2.2630248069763184,26.225830078125
2026-05-28T18:10:45.116,2.1755629813939974,2.263028144836426,26.221435546875
2026-05-28T18:10:47.132,2.0119448417452963,2.262860059738159,26.21630859375
2026-05-28T18:10:49.152,0.9247932027461537,0.9768674373626709,26.1943359375
2026-05-28T18:10:51.172,0.9196263141256683,0.977382242679596,26.18994140625
2026-05-28T18:10:53.190,0.9207745115968873,0.9776614904403687,26.194580078125
2026-05-28T18:10:55.207,0.9213486103324968,0.9777860045433044,26.18994140625
2026-05-28T18:10:57.225,0.9117711853939957,0.955740213394165,26.187744140625
2026-05-28T18:10:59.240,0.9033601832833995,0.955918550491333,26.183349609375
2026-05-28T18:11:01.261,0.9022119858121804,0.9559050798416138,26.1787109375
2026-05-28T18:11:03.278,0.9056565782258374,0.9557704925537109,26.178955078125
2026-05-28T18:11:05.298,0.901637887076571,0.9557839632034302,26.174560546875
2026-05-28T18:11:07.316,0.9025947183025869,0.9558310508728027,26.169921875
2026-05-28T18:11:09.339,0.9025947183025869,0.9557469487190247,26.16552734375
2026-05-28T18:11:11.360,0.9031688170381964,0.9557873606681824,26.1611328125
2026-05-28T18:11:13.378,0.9033601832833995,0.9558310508728027,26.156494140625
2026-05-28T18:11:15.397,0.9033601832833995,0.9557906985282898,26.152099609375
2026-05-28T18:11:17.413,0.9043170145094152,0.955740213394165,26.14306640625
2026-05-28T18:11:19.429,0.9058479444710406,0.9557839632034302,26.138671875
2026-05-28T18:11:21.452,0.9048455498533098,0.9557738900184631,26.134521484375
2026-05-28T18:11:23.470,0.9043170145094152,0.9557469487190247,26.1298828125
2026-05-28T18:11:25.486,0.9018292533217741,0.955804169178009,26.12109375
2026-05-28T18:11:27.491,0.9035515495286026,0.9557469487190247,26.12109375
2026-05-28T18:11:29.512,0.9045083807546185,0.955730140209198,26.11181640625
2026-05-28T18:11:31.522,0.906230676961447,0.9557873606681824,26.112060546875
2026-05-28T18:11:33.541,0.9043170145094152,0.9557704925537109,26.10791015625
2026-05-28T18:11:35.557,0.9043170145094152,0.9557133316993713,26.098388671875
2026-05-28T18:11:37.579,0.9045083807546185,0.9557099342346191,26.089599609375
2026-05-28T18:11:39.599,0.905273845735431,0.9557503461837769,26.085205078125
2026-05-28T18:11:41.622,0.9071875081874626,0.955804169178009,26.085205078125
2026-05-28T18:11:43.648,0.9046997469998216,0.9557806253433228,26.076416015625
2026-05-28T18:11:45.665,0.9069961419422595,0.9557974338531494,26.07177734375
2026-05-28T18:11:47.683,0.9069961419422595,0.955740213394165,26.067138671875
2026-05-28T18:11:49.698,0.9058479444710406,0.9557906985282898,26.063232421875
2026-05-28T18:11:51.719,0.9053923105538901,0.9558344483375549,26.058349609375
2026-05-28T18:11:53.738,0.9083357056586816,0.9557031989097595,26.049560546875
2026-05-28T18:11:55.754,0.9048911132450247,0.9558075070381165,26.044921875
2026-05-28T18:11:57.774,0.9058479444710406,0.9558075070381165,26.040771484375
2026-05-28T18:11:59.793,1.0183712966504976,0.9557738900184631,26.031494140625
2026-05-28T18:12:01.822,2.1108811905153297,2.1968235969543457,26.05419921875
2026-05-28T18:12:03.841,2.112603486722158,2.1968472003936768,26.04541015625
2026-05-28T18:12:05.846,2.111072556760533,2.1966655254364014,26.031982421875
2026-05-28T18:12:07.864,2.1108811905153297,2.1966352462768555,26.0185546875
2026-05-28T18:12:09.881,1.1255363939642666,0.9597711563110352,26.0009765625
2026-05-28T18:12:11.908,0.9092925368846976,0.9606460332870483,25.98779296875
2026-05-28T18:12:13.924,0.9081443394134785,0.9608041644096375,25.98779296875
2026-05-28T18:12:15.948,0.9088551283242332,0.9608983397483826,25.98779296875
2026-05-28T18:12:17.953,1.9663996753869448,2.1528735160827637,26.001220703125
2026-05-28T18:12:19.979,2.08064532377323,2.1680350303649902,26.0068359375
2026-05-28T18:12:21.998,2.093275495956639,2.179898977279663,25.990478515625
2026-05-28T18:12:24.014,2.1007387795195624,2.1889400482177734,25.977783203125
2026-05-28T18:12:26.035,2.1013128782551718,2.1907031536102295,25.968994140625
2026-05-28T18:12:28.052,1.0229640865353735,0.9557334780693054,25.951416015625
2026-05-28T18:12:30.068,0.9075702406778691,0.9559152126312256,25.9384765625
2026-05-28T18:12:32.089,0.9045083807546185,0.9560868144035339,25.938232421875
2026-05-28T18:12:34.106,0.905273845735431,0.9561574459075928,25.93798828125
